symbol,ipo_date,ipo_years,last_report,3yr_grow_rate,grow_rate,grow,share_grow,start_bvps,now_bvps,eps,roe,debt_ratio,cash_ratio,earn_ttm,assets,equity,shares,name
300553,2016-10-21,4.65,2021-03-31,0.02,0.108,2.098,1.0,3.438,7.212,0.297,0.083,0.212,0.157,0.143,4.391,3.462,0.48,集智股份
300554,2017-04-21,4.15,2020-09-30,0.19,0.193,2.76,1.8,3.992,6.122,0.337,0.126,0.373,0.166,0.315,9.144,5.73,0.936,三超新材
300555,2016-10-18,4.66,2021-03-31,0.005,0.125,2.342,2.5,3.46,3.241,0.037,0.071,0.154,0.038,0.073,7.659,6.482,2.0,路通视信
300556,2016-11-04,4.61,2020-12-31,0.072,0.111,2.088,1.0,2.49,5.2,0.511,0.028,0.502,0.288,0.602,12.281,6.122,1.177,丝路视觉
300557,2016-11-01,4.62,2021-03-31,0.017,0.087,1.829,1.0,5.06,9.257,-0.589,-0.002,0.488,0.155,-0.328,10.068,5.153,0.557,理工光科
300558,2016-11-07,4.61,2021-03-31,0.241,0.244,4.885,1.0,2.127,10.39,1.418,0.19,0.197,0.155,5.859,53.482,42.926,4.132,贝达药业
300559,2016-11-01,4.62,2021-03-31,0.133,0.231,4.508,5.42,3.157,2.628,0.022,0.163,0.102,0.384,0.089,11.694,10.5,3.995,佳发教育
300560,2016-11-01,4.62,2020-09-30,0.216,0.208,3.579,2.7,3.755,4.978,0.281,0.099,0.369,0.031,0.637,17.863,11.264,2.263,中富通
300561,2016-11-17,4.58,2020-09-30,0.017,0.209,3.61,4.49,3.275,2.63,0.085,0.127,0.084,0.057,0.214,7.248,6.639,2.525,汇金科技
300562,2016-11-16,4.58,2020-09-30,0.058,0.211,3.641,3.2,2.911,3.312,0.361,0.104,0.482,0.212,0.687,12.158,6.3,1.902,乐心医疗
300563,2016-11-14,4.59,2020-12-31,0.16,0.177,3.129,1.0,3.066,9.593,0.654,0.111,0.175,0.101,0.618,10.992,9.072,0.946,神宇股份
300564,2019-11-08,1.6,2021-03-31,0.347,0.312,3.175,1.0,3.616,11.479,0.209,0.16,0.324,0.157,0.209,16.991,11.479,1.0,筑博设计
300565,2016-11-22,4.56,2021-03-31,0.0,0.097,1.955,1.3,2.206,3.318,0.205,0.055,0.479,0.048,0.426,13.26,6.902,2.08,科信技术
300566,2016-11-15,4.58,2021-03-31,0.109,0.238,4.713,1.95,2.372,5.733,0.905,0.133,0.639,0.08,1.405,24.646,8.898,1.552,激智科技
300567,2016-11-22,4.56,2021-03-31,0.326,0.41,12.084,3.38,2.186,7.827,0.864,0.166,0.605,0.173,2.131,48.913,19.307,2.467,精测电子
300568,2016-12-01,4.54,2020-09-30,0.162,0.224,3.917,2.86,4.744,6.49,0.28,0.139,0.467,0.061,1.255,54.588,29.114,4.486,星源材质
300569,2016-11-25,4.56,2020-09-30,0.088,0.235,4.171,4.59,6.442,5.854,0.951,0.115,0.7,0.067,3.725,76.569,22.939,3.919,天能重工
300570,2016-12-06,4.53,2020-12-31,0.049,0.131,2.37,1.8,4.253,5.599,0.314,0.133,0.101,0.371,0.722,14.318,12.877,2.3,太辰光
300571,2016-12-13,4.51,2021-03-31,0.28,0.353,8.943,3.0,2.246,6.695,2.633,0.358,0.709,0.079,3.28,28.706,8.341,1.246,平治信息
300572,2016-12-06,4.53,2021-03-31,0.224,0.233,4.576,2.88,3.5,5.561,0.349,0.164,0.359,0.316,0.676,16.807,10.768,1.936,安车检测
300573,2016-12-08,4.52,2020-12-31,0.067,0.06,1.501,1.0,5.613,8.427,1.135,0.061,0.281,0.039,0.935,9.657,6.941,0.824,兴齐眼药
300575,2016-12-20,4.49,2021-03-31,0.121,0.189,3.511,1.8,5.671,11.061,1.747,0.162,0.377,0.162,2.412,24.517,15.27,1.38,中旗股份
300576,2016-12-20,4.49,2020-09-30,0.075,0.119,2.131,1.95,2.911,3.181,0.352,0.105,0.356,0.034,0.549,7.704,4.962,1.56,容大感光
300577,2016-12-21,4.48,2020-12-31,0.283,0.267,5.26,3.24,4.195,6.81,0.277,0.236,0.461,0.334,0.665,30.325,16.358,2.402,开润股份
300578,2017-01-25,4.39,2021-03-31,0.478,0.317,6.43,1.8,2.163,7.727,0.617,0.139,0.21,0.116,1.072,17.013,13.435,1.739,会畅通讯
300579,2016-12-23,4.48,2020-12-31,0.119,0.217,3.957,2.25,2.4,4.221,0.578,0.106,0.491,0.469,1.041,14.931,7.599,1.8,数字认证
300580,2017-01-11,4.43,2020-12-31,0.184,0.176,2.867,1.0,3.187,9.137,0.885,0.117,0.321,0.015,1.771,26.904,18.275,2.0,贝斯特
300581,2016-12-20,4.49,2020-09-30,0.074,0.241,4.3,3.8,3.48,3.938,0.182,0.095,0.169,0.111,0.313,8.139,6.765,1.718,晨曦航空
300582,2016-12-28,4.47,2021-03-31,0.11,0.155,2.835,1.5,3.39,6.408,0.75,0.114,0.375,0.079,1.484,20.285,12.683,1.979,英飞特
300583,2017-01-06,4.44,2021-03-31,0.0,0.264,4.322,1.0,3.635,15.712,-0.189,0.077,0.44,0.035,-0.202,30.112,16.851,1.073,赛托生物
300584,2017-01-12,4.42,2021-03-31,0.093,0.165,2.593,1.5,3.336,5.767,0.443,0.133,0.239,0.122,0.532,9.091,6.92,1.2,海辰药业
300585,2016-12-29,4.46,2020-09-30,0.066,0.2,3.427,2.0,1.966,3.369,0.329,0.122,0.364,0.064,0.527,8.472,5.39,1.6,奥联电子
300586,2017-01-04,4.45,2020-09-30,0.195,0.215,3.07,5.2,3.662,2.162,0.181,0.112,0.489,0.107,0.826,19.312,9.86,4.56,美联新材
300587,2017-01-05,4.44,2020-09-30,0.168,0.206,3.23,2.89,4.189,4.682,0.514,0.087,0.444,0.031,1.685,27.641,15.356,3.28,天铁股份
300588,2017-01-05,4.44,2020-09-30,0.034,0.104,1.769,1.6,1.956,2.162,-0.508,-0.008,0.596,0.044,-0.841,8.869,3.58,1.656,熙菱信息
300589,2017-01-13,4.42,2020-09-30,0.156,0.204,2.913,2.47,1.544,1.82,0.102,0.091,0.628,0.044,0.208,9.91,3.691,2.028,江龙船艇
300590,2017-01-11,4.43,2021-03-31,0.114,0.361,6.854,3.0,1.991,4.549,0.408,0.213,0.173,0.192,0.989,13.32,11.018,2.422,移为通信
300591,2017-01-10,4.43,2020-09-30,0.103,0.119,1.909,1.31,1.181,1.718,-0.285,0.024,0.532,0.057,-0.909,11.724,5.481,3.19,万里马
300592,2017-01-20,4.4,2020-12-31,0.0,0.043,1.288,1.0,2.782,3.584,-0.511,0.031,0.519,0.154,-0.625,9.122,4.387,1.224,华凯创意
300593,2017-01-13,4.42,2021-03-31,0.206,0.173,2.712,1.4,3.265,6.325,1.21,0.086,0.428,0.036,2.004,18.323,10.472,1.656,新雷能
300594,2019-06-21,1.99,2020-12-31,0.388,0.387,4.018,1.0,2.476,9.948,0.964,0.176,0.286,0.165,0.867,12.536,8.951,0.9,朗进科技
300595,2017-01-17,4.41,2021-03-31,0.348,0.401,8.239,8.75,3.766,3.547,0.967,0.222,0.151,0.166,5.877,25.394,21.552,6.076,欧普康视
300596,2017-01-19,4.41,2021-03-31,0.268,0.266,4.38,1.5,3.794,11.079,1.787,0.161,0.445,0.048,3.664,40.928,22.713,2.05,利安隆
300597,2017-01-23,4.39,2021-03-31,0.043,0.122,2.051,1.0,1.692,3.471,0.072,0.057,0.223,0.24,0.174,10.72,8.33,2.4,吉大通信
300598,2017-01-20,4.4,2020-12-31,0.208,0.218,3.613,1.3,2.736,7.605,0.574,0.056,0.274,0.16,0.606,11.053,8.026,1.055,诚迈科技
300599,2017-01-23,4.39,2020-09-30,0.188,0.16,2.353,1.0,2.361,5.555,0.707,0.132,0.189,0.214,2.149,20.812,16.887,3.04,雄塑科技
300600,2017-01-25,4.39,2020-09-30,0.138,0.19,2.718,2.88,4.113,3.881,0.209,0.132,0.355,0.111,0.619,17.871,11.529,2.971,国瑞科技
300601,2017-02-07,4.35,2021-03-31,0.8,0.465,10.863,1.56,1.582,11.039,0.147,0.168,0.24,0.119,1.006,99.716,75.772,6.864,康泰生物
300602,2017-01-26,4.39,2021-03-31,0.342,0.31,5.414,4.71,4.658,5.357,0.204,0.148,0.417,0.173,1.034,46.533,27.129,5.065,飞荣达
300603,2017-01-26,4.39,2020-09-30,0.465,0.342,5.438,2.55,2.684,5.723,0.029,0.077,0.348,0.088,0.12,37.006,24.123,4.215,立昂技术
300604,2017-04-17,4.16,2020-09-30,0.346,0.115,1.872,3.61,6.388,3.312,0.151,0.092,0.28,0.129,0.473,14.431,10.394,3.138,长川科技
300605,2017-02-08,4.35,2020-09-30,0.185,0.193,2.756,1.95,2.519,3.568,0.308,0.092,0.373,0.038,0.51,9.403,5.899,1.653,恒锋信息
300606,2017-02-08,4.35,2021-03-31,0.012,0.144,2.484,1.0,2.328,5.782,0.152,0.131,0.279,0.122,0.142,7.498,5.404,0.935,金太阳
300607,2017-02-09,4.35,2021-03-31,0.351,0.414,10.377,3.24,2.711,8.683,1.404,0.195,0.488,0.312,3.737,45.183,23.112,2.662,拓斯达
300608,2017-02-13,4.34,2020-12-31,0.145,0.147,2.277,2.34,5.536,5.388,0.444,-0.025,0.51,0.216,0.7,17.337,8.495,1.577,思特奇
300609,2017-02-15,4.33,2020-09-30,0.325,0.289,4.3,1.0,2.275,9.782,-0.187,0.067,0.063,0.071,-0.229,12.731,11.928,1.219,汇纳科技
300610,2017-02-13,4.34,2021-03-31,0.132,0.164,2.584,1.5,3.958,6.818,1.321,0.12,0.215,0.04,1.991,13.083,10.273,1.507,晨化股份
300611,2017-02-20,4.32,2021-03-31,0.041,0.13,2.143,2.0,3.995,4.28,0.275,0.071,0.489,0.202,0.492,14.988,7.66,1.79,美力科技
300612,2017-02-15,4.33,2020-12-31,0.028,0.147,2.278,2.25,1.738,1.76,-0.167,0.068,0.666,0.206,-0.27,8.54,2.852,1.62,宣亚国际
300613,2017-02-20,4.32,2020-09-30,0.364,0.442,8.212,1.8,3.215,14.668,0.715,0.132,0.098,0.484,0.572,13.003,11.735,0.8,富瀚微
300614,2021-05-25,0.06,2021-03-31,0.153,0.153,1.481,1.0,8.998,6.077,0.652,0.141,0.17,0.026,0.785,8.804,7.312,1.203,百川畅银
300615,2017-02-15,4.33,2021-03-31,0.019,0.135,2.359,2.34,2.552,2.573,0.032,0.133,0.145,0.196,0.061,5.635,4.816,1.872,欣天科技
300616,2017-03-07,4.28,2020-09-30,0.34,0.337,5.308,1.8,5.818,17.156,0.382,0.084,0.404,0.217,0.759,57.142,34.084,1.987,尚品宅配
300617,2017-02-28,4.3,2021-03-31,0.044,0.175,2.734,1.95,5.138,7.204,1.778,0.137,0.325,0.213,2.299,13.813,9.318,1.293,安靠智电
300618,2017-03-06,4.28,2021-03-31,0.45,0.475,11.363,2.24,2.735,13.874,1.291,0.212,0.289,0.095,3.996,60.42,42.956,3.096,寒锐钴业
300619,2017-03-01,4.29,2020-09-30,0.185,0.179,2.803,1.0,2.468,6.919,0.042,0.094,0.646,0.08,0.032,14.586,5.167,0.747,金银河
300620,2017-03-10,4.27,2020-12-31,0.438,0.331,5.57,1.0,2.321,12.928,0.559,0.14,0.135,0.52,0.606,16.218,14.029,1.085,光库科技
300621,2017-03-16,4.25,2020-12-31,0.149,0.161,2.456,1.5,3.136,5.135,0.23,0.095,0.643,0.157,0.48,29.967,10.686,2.081,维业股份
300622,2017-03-15,4.25,2020-12-31,0.165,0.113,1.901,1.96,3.699,3.591,0.397,0.1,0.169,0.558,0.679,7.384,6.139,1.709,博士眼镜
300623,2017-03-14,4.26,2020-12-31,0.342,0.276,4.885,4.56,4.74,5.078,0.575,0.133,0.152,0.115,2.823,29.409,24.935,4.91,捷捷微电
300624,2018-01-18,3.41,2021-03-31,0.349,0.24,3.094,1.6,3.463,6.697,1.056,0.184,0.171,0.258,1.372,10.494,8.703,1.299,万兴科技
300625,2017-03-17,4.25,2021-03-31,0.02,0.008,1.054,1.0,8.154,8.592,0.129,0.116,0.251,0.137,0.362,32.1,24.057,2.8,三雄极光
300626,2017-03-20,4.24,2020-09-30,0.116,0.123,1.954,1.8,2.825,3.066,0.091,0.08,0.422,0.105,0.164,9.54,5.519,1.8,华瑞股份
300627,2017-03-21,4.24,2020-12-31,0.268,0.268,4.16,2.8,2.151,3.196,0.581,0.127,0.433,0.248,1.982,19.24,10.912,3.414,华测导航
300628,2017-03-17,4.25,2021-03-31,0.224,0.567,16.585,12.0,4.473,6.182,1.659,0.35,0.087,0.039,14.972,61.118,55.777,9.023,亿联网络
300629,2017-03-24,4.23,2021-03-31,0.24,0.2,3.581,1.5,2.944,7.028,0.615,0.05,0.194,0.057,0.808,11.462,9.244,1.315,新劲刚
300630,2017-03-28,4.22,2021-03-31,0.433,0.391,7.871,3.45,2.418,5.521,1.11,0.19,0.395,0.215,4.85,39.879,24.128,4.37,普利制药
300631,2017-03-23,4.23,2020-12-31,0.11,0.116,1.933,1.6,6.475,7.823,0.918,0.076,0.396,0.093,0.997,14.072,8.497,1.086,久吾高科
300632,2017-04-06,4.19,2021-03-31,0.39,0.293,5.662,2.02,2.286,6.399,0.522,0.134,0.173,0.207,1.604,23.78,19.659,3.072,光莆股份
300633,2017-04-06,4.19,2021-03-31,0.084,0.178,2.783,1.0,1.236,3.44,0.358,0.111,0.353,0.182,1.445,21.487,13.892,4.038,开立医疗
300634,2018-03-23,3.23,2020-12-31,0.166,0.0,0.295,1.0,12.814,3.779,0.354,0.1,0.157,0.188,1.417,17.933,15.115,4.0,彩讯股份
300635,2017-03-31,4.21,2020-09-30,0.123,0.156,2.306,1.6,3.618,5.215,0.354,0.096,0.409,0.081,0.482,12.019,7.109,1.363,中达安
300636,2017-03-31,4.21,2021-03-31,0.091,0.179,2.805,1.6,3.711,6.505,0.626,0.118,0.43,0.093,0.806,14.668,8.366,1.286,同和药业
300637,2017-04-12,4.18,2021-03-31,0.102,0.154,2.45,1.9,2.558,3.298,0.242,0.138,0.388,0.048,0.569,12.643,7.741,2.348,扬帆新材
300638,2017-04-13,4.18,2021-03-31,0.53,0.499,12.54,2.7,1.462,6.79,1.328,0.19,0.524,0.157,3.213,34.535,16.426,2.419,广和通
300639,2017-04-12,4.18,2021-03-31,0.345,0.312,5.47,2.4,5.105,11.636,3.198,0.122,0.152,0.125,7.528,32.292,27.388,2.354,凯普生物
300640,2017-04-17,4.16,2020-09-30,0.22,0.198,2.822,2.7,1.437,1.502,0.216,0.183,0.278,0.115,0.477,4.589,3.315,2.208,德艺文创
300641,2017-04-18,4.16,2021-03-31,0.038,0.208,3.251,1.7,1.579,3.02,0.282,0.102,0.233,0.311,1.381,19.286,14.785,4.896,正丹股份
300642,2017-04-21,4.15,2021-03-31,0.115,0.374,7.306,1.5,2.912,14.184,1.011,0.133,0.064,0.178,0.92,13.799,12.917,0.911,透景生命
300643,2017-05-05,4.12,2020-09-30,0.116,0.028,1.17,1.0,1.863,2.18,0.131,0.096,0.505,0.093,0.262,8.818,4.361,2.0,万通智控
300644,2018-02-06,3.36,2020-09-30,0.082,0.122,1.728,1.0,6.443,11.134,1.053,0.081,0.39,0.057,0.674,11.677,7.126,0.64,南京聚隆
300645,2017-04-21,4.15,2020-09-30,0.114,0.123,1.949,1.9,5.456,5.596,-0.099,0.009,0.551,0.109,-0.125,15.783,7.09,1.267,正元智慧
300647,2017-05-03,4.12,2020-09-30,0.135,0.178,2.565,2.7,1.943,1.846,0.005,0.078,0.536,0.097,0.018,14.212,6.589,3.569,超频三
300648,2017-04-25,4.14,2020-12-31,0.188,0.252,3.861,2.0,2.276,4.394,0.442,0.084,0.51,0.122,0.598,12.13,5.949,1.354,星云股份
300649,2017-05-05,4.12,2021-03-31,0.13,0.14,2.263,2.0,3.228,3.652,0.648,0.136,0.576,0.042,0.829,11.016,4.675,1.28,杭州园林
300650,2017-05-03,4.12,2020-09-30,0.165,0.208,2.962,1.7,2.875,5.009,0.014,0.095,0.68,0.055,0.015,16.784,5.377,1.074,太龙照明
300651,2017-05-09,4.1,2020-09-30,0.114,0.122,1.943,1.7,4.707,5.38,0.308,0.063,0.287,0.032,0.396,9.719,6.927,1.287,金陵体育
300652,2017-05-16,4.08,2020-09-30,0.248,0.269,3.935,1.0,2.416,9.506,0.609,0.14,0.325,0.052,0.538,12.454,8.406,0.884,雷迪克
300653,2017-05-16,4.08,2021-03-31,0.116,0.205,3.206,1.5,2.693,5.755,1.466,0.193,0.175,0.301,1.76,8.368,6.906,1.2,正海生物
300654,2017-09-26,3.72,2020-09-30,0.112,0.131,2.035,1.95,2.601,2.715,0.192,0.055,0.324,0.139,0.349,7.314,4.942,1.82,世纪天鸿
300655,2017-05-23,4.07,2020-12-31,0.234,0.191,2.85,1.69,4.361,7.344,0.435,0.087,0.335,0.117,0.822,20.835,13.862,1.887,晶瑞股份
300656,2017-05-19,4.08,2020-09-30,0.257,0.386,6.544,1.82,1.333,4.806,0.33,0.145,0.322,0.167,0.359,7.719,5.234,1.089,民德电子
300657,2017-05-23,4.07,2021-03-31,0.353,0.166,2.827,2.81,4.665,4.702,0.226,0.103,0.676,0.075,0.772,49.645,16.07,3.417,弘信电子
300658,2017-06-02,4.04,2021-03-31,0.125,0.312,5.453,1.5,2.026,7.365,0.207,0.193,0.441,0.189,0.314,20.006,11.179,1.518,延江股份
300659,2017-05-26,4.06,2020-12-31,0.615,0.48,10.513,2.56,1.651,6.78,1.066,0.044,0.202,0.39,2.417,19.271,15.37,2.267,中孚信息
300660,2017-06-02,4.04,2021-03-31,0.088,0.278,4.64,2.52,5.581,10.277,1.39,0.161,0.352,0.299,3.604,41.133,26.652,2.593,江苏雷利
300661,2017-06-06,4.03,2021-03-31,0.248,0.341,6.269,2.54,4.098,10.134,1.892,0.163,0.227,0.292,2.96,20.517,15.854,1.564,圣邦股份
300662,2017-06-08,4.02,2021-03-31,0.216,0.172,2.696,1.0,2.527,6.813,1.017,0.176,0.442,0.14,1.86,22.326,12.457,1.829,科锐国际
300663,2017-06-08,4.02,2020-09-30,0.061,0.076,1.521,2.24,3.607,2.445,-0.105,-0.059,0.614,0.024,-0.314,19.044,7.344,3.004,科蓝软件
300664,2018-01-05,3.44,2021-03-31,0.112,0.09,1.68,1.5,4.816,5.393,0.428,0.088,0.438,0.088,3.059,68.608,38.548,7.148,鹏鹞环保
300665,2017-06-13,4.01,2021-03-31,0.051,0.118,2.013,1.6,3.391,4.267,-0.266,0.041,0.611,0.061,-0.323,13.333,5.19,1.216,飞鹿股份
300666,2017-06-15,4.0,2021-03-31,0.217,0.235,3.733,1.0,1.316,4.913,0.278,0.097,0.579,0.137,0.624,26.175,11.025,2.244,江丰电子
300667,2017-06-19,3.99,2020-09-30,0.42,0.355,5.736,2.25,2.061,5.254,0.117,0.071,0.322,0.195,0.223,14.774,10.013,1.906,必创科技
300668,2017-06-19,3.99,2021-03-31,0.062,0.023,1.153,2.5,9.594,4.426,0.12,0.186,0.183,0.217,0.127,5.709,4.665,1.054,杰恩设计
300669,2017-06-29,3.96,2020-09-30,0.17,0.0,0.621,1.3,10.179,4.865,0.485,0.105,0.14,0.21,0.538,6.279,5.402,1.111,沪宁股份
300670,2017-07-03,3.95,2020-09-30,0.308,0.318,4.899,2.7,1.707,3.097,0.203,0.115,0.235,0.03,0.64,12.789,9.784,3.159,大烨智能
300671,2017-07-05,3.95,2020-12-31,0.271,0.122,1.995,1.4,4.628,6.595,0.637,0.093,0.371,0.106,1.004,16.523,10.397,1.577,富满电子
300672,2017-07-12,3.93,2020-09-30,0.045,0.113,1.856,1.59,5.375,6.259,0.039,-0.02,0.568,0.081,0.071,26.136,11.287,1.803,国科微
300673,2017-07-11,3.93,2020-09-30,0.294,0.251,3.62,1.8,4.764,9.581,0.667,0.114,0.213,0.258,1.132,20.668,16.265,1.698,佩蒂股份
300674,2018-11-07,2.61,2020-12-31,0.183,0.196,2.453,1.0,2.327,5.708,1.099,0.086,0.42,0.32,4.53,40.521,23.517,4.12,宇信科技
300675,2017-07-19,3.91,2021-03-31,0.065,0.076,1.577,1.0,2.23,3.516,-0.325,-0.013,0.577,0.13,-0.477,12.182,5.156,1.467,建科院
300676,2017-07-14,3.92,2021-03-31,0.227,0.031,1.213,1.0,17.069,20.704,5.142,0.155,0.363,0.491,21.282,134.522,85.696,4.139,华大基因
300677,2017-07-21,3.9,2021-03-31,1.045,0.798,39.169,3.0,2.887,37.694,42.407,0.319,0.223,0.406,149.369,170.932,132.77,3.522,英科医疗
300678,2017-07-28,3.88,2020-12-31,0.085,0.102,1.834,1.8,3.362,3.426,0.182,0.057,0.289,0.284,0.328,8.674,6.168,1.8,中科信息
300679,2017-07-31,3.88,2021-03-31,0.06,0.257,4.181,2.34,7.509,13.416,1.479,0.129,0.235,0.369,4.152,49.261,37.672,2.808,电连技术
300680,2017-07-25,3.89,2020-09-30,0.465,0.382,6.426,1.8,1.621,5.787,0.278,0.053,0.39,0.197,0.401,13.688,8.344,1.442,隆盛科技
300681,2017-07-25,3.89,2020-12-31,0.129,0.0,0.779,1.0,9.829,7.653,0.174,0.139,0.47,0.078,0.132,10.911,5.786,0.756,英搏尔
300682,2017-08-01,3.87,2020-12-31,0.382,0.14,2.201,1.5,3.727,5.469,0.7,0.053,0.278,0.209,7.144,77.387,55.849,10.213,朗新科技
300683,2017-08-08,3.85,2021-03-31,0.018,0.149,2.381,1.0,7.068,16.831,0.548,0.072,0.199,0.089,0.567,21.721,17.395,1.034,海特生物
300684,2017-12-27,3.47,2021-03-31,0.371,0.247,3.98,2.88,4.482,6.194,0.43,0.13,0.125,0.221,1.209,19.892,17.403,2.81,中石科技
300685,2017-08-02,3.87,2021-03-31,0.192,0.223,3.528,2.7,4.072,5.32,0.783,0.163,0.124,0.279,1.737,13.463,11.8,2.218,艾德生物
300686,2017-08-04,3.87,2021-03-31,0.258,0.251,4.063,1.6,2.56,6.501,0.673,0.131,0.448,0.35,1.788,31.319,17.278,2.658,智动力
300687,2017-08-03,3.87,2020-09-30,0.349,0.094,1.681,2.7,8.103,5.046,0.667,0.129,0.439,0.291,1.449,19.523,10.955,2.171,赛意信息
300688,2017-08-10,3.85,2020-09-30,0.128,0.0,0.161,1.4,34.347,3.948,0.114,0.075,0.196,0.63,0.109,4.676,3.759,0.952,创业黑马
300689,2017-08-09,3.85,2021-03-31,0.047,0.15,2.396,1.0,3.806,9.119,0.121,0.083,0.127,0.091,0.082,7.103,6.201,0.68,澄天伟业
300690,2017-08-08,3.85,2021-03-31,0.118,0.256,4.166,1.6,4.632,12.061,1.956,0.194,0.202,0.158,2.169,16.754,13.373,1.109,双一科技
300691,2017-08-11,3.85,2020-09-30,0.161,0.206,2.941,2.56,3.611,4.148,0.14,0.079,0.407,0.06,0.312,15.591,9.248,2.23,联合光电
300692,2017-08-21,3.82,2020-12-31,0.215,0.268,4.153,1.5,3.252,9.003,0.73,0.084,0.472,0.025,1.629,38.039,20.08,2.23,中环环保
300693,2017-08-22,3.82,2020-09-30,0.225,0.297,4.469,1.5,1.761,5.247,0.674,0.13,0.359,0.139,0.922,11.209,7.18,1.369,盛弘股份
300694,2018-10-15,2.67,2020-09-30,0.18,0.187,2.261,1.0,2.575,5.822,0.316,0.108,0.274,0.015,0.679,17.279,12.537,2.153,蠡湖股份
300695,2017-09-08,3.77,2021-03-31,0.051,0.192,3.005,1.0,9.564,28.737,2.017,0.167,0.177,0.475,1.345,23.283,19.161,0.667,兆丰股份
300696,2017-08-22,3.82,2021-03-31,0.114,0.269,4.436,2.55,3.247,5.648,1.048,0.132,0.105,0.154,1.873,11.285,10.097,1.788,爱乐达
300697,2017-09-07,3.77,2021-03-31,0.09,0.166,2.617,1.3,2.249,4.528,0.798,0.135,0.301,0.09,1.66,13.473,9.418,2.08,电工合金
300698,2017-08-31,3.79,2020-09-30,0.165,0.101,1.737,1.0,1.864,3.238,-0.083,0.061,0.413,0.045,-0.111,7.396,4.338,1.34,万马科技
300699,2017-09-01,3.79,2021-03-31,0.135,0.181,2.831,1.4,3.756,7.596,1.684,0.156,0.2,0.15,8.73,49.19,39.371,5.184,光威复材
300700,2017-09-12,3.76,2020-09-30,0.154,0.166,2.414,1.0,2.697,6.51,0.073,0.102,0.52,0.116,0.06,11.167,5.364,0.824,岱勒新材
300701,2017-09-15,3.75,2021-03-31,0.159,0.257,4.178,1.5,2.113,5.886,0.942,0.192,0.082,0.24,1.131,7.693,7.064,1.2,森霸传感
300702,2017-09-19,3.74,2021-03-31,0.351,0.318,5.633,1.49,5.069,19.142,2.761,0.195,0.253,0.121,5.338,49.567,37.005,1.933,天宇股份
300703,2017-09-19,3.74,2021-03-31,0.068,0.292,4.971,2.25,1.821,4.023,0.087,0.139,0.498,0.146,0.16,14.714,7.393,1.838,创源股份
300705,2017-10-10,3.68,2020-12-31,0.18,0.082,1.608,2.0,4.428,3.561,0.351,0.104,0.261,0.116,0.823,11.307,8.357,2.347,九典制药
300706,2017-09-26,3.72,2020-09-30,0.182,0.165,2.405,1.8,2.685,3.588,0.021,0.084,0.479,0.1,0.03,9.718,5.063,1.411,阿石创
300707,2017-10-10,3.68,2021-03-31,0.065,0.099,1.806,2.0,5.194,4.69,0.297,0.147,0.402,0.376,0.467,12.311,7.366,1.571,威唐工业
300708,2017-10-16,3.67,2020-09-30,0.049,0.084,1.591,1.0,1.829,2.91,0.084,0.051,0.699,0.021,0.22,25.198,7.574,2.603,聚灿光电
300709,2017-10-19,3.66,2020-12-31,0.334,0.124,2.019,1.3,9.528,14.799,1.228,0.139,0.477,0.219,1.419,32.701,17.102,1.156,精研科技
300710,2017-10-19,3.66,2020-09-30,0.151,0.134,2.063,1.0,4.74,9.78,0.059,0.074,0.302,0.084,0.041,9.616,6.71,0.686,万隆光电
300711,2017-11-01,3.62,2020-12-31,0.146,0.162,2.464,1.44,1.686,2.885,0.148,0.077,0.232,0.465,0.308,7.801,5.99,2.076,广哈通信
300712,2017-10-31,3.62,2020-09-30,0.174,0.093,1.664,1.3,4.382,5.609,0.242,0.104,0.584,0.134,0.441,24.554,10.214,1.821,永福股份
300713,2017-11-01,3.62,2020-09-30,0.266,0.092,1.658,2.7,8.304,5.098,0.025,0.116,0.252,0.02,0.036,9.777,7.312,1.434,英可瑞
300715,2017-10-26,3.64,2021-03-31,0.368,0.463,10.772,1.8,1.361,8.145,1.269,0.184,0.652,0.06,2.166,39.913,13.908,1.708,凯伦股份
300716,2017-11-09,3.6,2020-09-30,0.061,0.123,1.949,1.5,3.605,4.683,-1.859,0.03,0.648,0.05,-2.974,21.272,7.494,1.6,国立科技
300717,2017-11-06,3.61,2020-12-31,0.144,0.147,2.273,1.6,4.13,5.866,0.354,0.105,0.099,0.171,0.363,6.67,6.007,1.024,华信新材
300718,2017-11-06,3.61,2020-09-30,0.192,0.17,2.47,1.98,5.27,6.573,0.693,0.14,0.102,0.022,1.373,14.5,13.015,1.98,长盛轴承
300719,2017-11-09,3.6,2020-12-31,0.183,0.0,0.347,1.5,17.876,4.137,0.376,0.053,0.272,0.208,0.955,14.435,10.513,2.541,安达维尔
300720,2017-11-06,3.61,2020-09-30,0.149,0.142,2.143,1.5,3.282,4.688,0.611,0.103,0.114,0.22,0.66,5.712,5.063,1.08,海川智能
300721,2017-11-15,3.58,2020-12-31,0.073,0.119,1.968,1.0,5.614,11.046,-0.053,0.052,0.603,0.042,-0.043,22.374,8.875,0.803,怡达股份
300722,2017-11-10,3.6,2020-12-31,0.133,0.1,1.769,1.82,3.334,3.24,0.345,0.109,0.171,0.231,0.502,5.687,4.717,1.456,新余国科
300723,2017-11-16,3.58,2021-03-31,0.128,0.372,7.221,1.0,1.417,10.232,1.683,0.195,0.367,0.346,2.708,26.004,16.463,1.609,一品红
