symbol,ipo_date,ipo_years,last_report,3yr_grow_rate,grow_rate,grow,share_grow,start_bvps,now_bvps,eps,roe,debt_ratio,cash_ratio,earn_ttm,assets,equity,shares,name
300724,2018-08-10,2.85,2021-03-31,0.342,0.305,4.045,1.0,2.501,10.117,2.61,0.198,0.685,0.075,8.384,103.214,32.499,3.212,捷佳伟创
300725,2017-11-10,3.6,2021-03-31,0.49,0.492,12.218,1.95,2.052,12.857,1.817,0.191,0.219,0.311,2.791,25.303,19.75,1.536,药石科技
300726,2017-11-21,3.57,2021-03-31,0.179,0.0,0.701,1.0,8.517,5.971,1.836,0.195,0.227,0.042,7.346,30.905,23.891,4.001,宏达电子
300727,2017-11-27,3.55,2021-03-31,0.092,0.0,0.797,1.3,7.969,4.884,0.653,0.119,0.378,0.069,0.828,9.967,6.196,1.269,润禾材料
300729,2017-12-01,3.54,2021-03-31,0.14,0.228,3.617,1.6,3.384,7.65,0.919,0.125,0.648,0.121,1.277,30.146,10.626,1.389,乐歌股份
300730,2017-12-05,3.53,2020-12-31,0.18,0.191,2.862,1.7,1.732,2.916,0.202,0.013,0.348,0.255,0.322,7.131,4.648,1.594,科创信息
300731,2017-12-08,3.52,2020-09-30,0.244,0.0,0.775,1.4,8.909,4.929,0.346,0.162,0.165,0.144,0.436,7.443,6.212,1.26,科创新源
300732,2017-12-12,3.51,2020-12-31,0.292,0.027,1.172,3.02,27.973,10.845,1.353,0.12,0.512,0.201,3.108,51.036,24.901,2.296,设研院
300733,2018-01-16,3.41,2021-03-31,0.124,0.157,2.155,1.0,3.526,7.598,0.381,0.069,0.313,0.085,0.652,18.962,13.022,1.714,西菱动力
300735,2017-12-29,3.46,2021-03-31,0.286,0.309,5.384,1.82,1.911,5.653,0.154,0.148,0.149,0.111,1.191,51.487,43.79,7.746,光弘科技
300736,2018-01-09,3.43,2020-09-30,0.0,0.027,1.155,2.4,3.909,1.881,-0.272,0.053,0.186,0.471,-0.355,3.019,2.457,1.306,百邦科技
300737,2018-01-25,3.39,2021-03-31,0.288,0.103,1.799,1.0,3.989,7.176,1.042,0.162,0.477,0.141,6.619,87.187,45.593,6.354,科顺股份
300738,2018-01-19,3.41,2021-03-31,0.486,0.451,8.521,3.06,2.251,6.268,0.534,0.223,0.618,0.03,1.132,34.825,13.289,2.12,奥飞数据
300739,2018-02-01,3.37,2020-12-31,0.257,0.237,2.898,2.25,4.126,5.314,0.475,0.136,0.447,0.381,1.328,26.844,14.841,2.793,明阳电路
300740,2018-02-08,3.35,2020-09-30,0.285,0.01,1.046,2.55,7.639,3.133,0.228,0.106,0.41,0.166,0.938,21.846,12.88,4.111,水羊股份
300741,2018-03-01,3.29,2020-12-31,0.114,0.0,0.176,1.0,72.597,12.751,1.949,0.163,0.06,0.407,12.002,83.5,78.531,6.159,华宝股份
300742,2018-05-08,3.11,2020-09-30,0.0,0.035,1.175,1.0,4.28,5.028,0.063,-0.153,0.763,0.006,0.049,16.685,3.947,0.785,越博动力
300743,2018-04-27,3.14,2020-09-30,0.236,0.257,2.966,1.5,2.004,3.962,0.198,0.142,0.266,0.075,0.195,5.336,3.918,0.989,天地数码
300745,2018-05-23,3.07,2020-09-30,0.047,0.295,3.417,1.0,2.46,8.405,-1.537,0.068,0.337,0.084,-1.76,14.521,9.624,1.145,欣锐科技
300746,2018-05-25,3.06,2020-09-30,0.135,0.127,1.764,1.0,3.186,5.619,0.37,0.074,0.344,0.085,0.834,19.349,12.685,2.257,汉嘉设计
300747,2018-06-25,2.98,2021-03-31,0.528,0.571,10.72,2.25,2.029,9.667,1.647,0.19,0.274,0.183,4.744,38.353,27.841,2.88,锐科激光
300748,2018-09-21,2.73,2021-03-31,0.297,0.152,2.106,1.0,2.426,5.11,0.942,0.155,0.482,0.234,4.068,42.586,22.062,4.317,金力永磁
300749,2018-09-25,2.72,2020-12-31,0.21,0.208,2.578,1.8,2.744,3.93,0.106,0.063,0.449,0.264,0.217,14.632,8.063,2.052,顶固集创
300750,2018-06-11,3.01,2021-03-31,0.286,0.539,9.618,1.0,3.184,30.625,4.025,0.144,0.588,0.38,93.755,1733.289,713.41,23.295,宁德时代
300751,2018-11-09,2.6,2021-03-31,0.686,0.683,15.399,1.0,2.818,43.393,8.179,0.274,0.564,0.219,4.685,56.957,24.855,0.573,迈为股份
300752,2018-11-30,2.54,2020-09-30,0.381,0.499,6.856,1.6,1.687,7.229,0.513,0.209,0.594,0.13,0.615,21.34,8.657,1.198,隆利科技
300753,2018-12-13,2.51,2021-03-31,0.247,0.125,1.859,1.3,5.079,7.263,0.75,0.147,0.065,0.331,0.788,8.155,7.629,1.05,爱朋医疗
300755,2019-01-29,2.38,2021-03-31,0.238,0.237,2.472,1.8,5.35,7.348,1.849,0.172,0.336,0.15,7.705,46.107,30.626,4.168,华致酒行
300756,2018-12-28,2.47,2020-09-30,0.268,0.292,3.379,2.52,7.718,10.348,0.163,0.159,0.403,0.278,0.166,17.687,10.551,1.02,金马游乐
300757,2019-01-08,2.44,2021-03-31,0.313,0.384,3.978,1.3,2.237,6.845,0.661,0.138,0.627,0.062,0.687,19.106,7.118,1.04,罗博特科
300758,2019-02-22,2.31,2021-03-31,0.335,0.232,2.692,1.8,4.859,7.267,1.128,0.161,0.342,0.099,2.165,21.203,13.954,1.92,七彩化学
300759,2019-01-28,2.38,2021-03-31,0.456,0.374,3.86,1.0,2.985,11.521,1.192,0.108,0.283,0.12,9.467,127.619,91.521,7.944,康龙化成
300760,2018-10-16,2.67,2021-03-31,0.455,0.018,1.101,1.0,18.68,20.576,5.645,0.305,0.286,0.471,68.621,350.404,250.137,12.157,迈瑞医疗
300761,2019-02-18,2.32,2021-03-31,0.274,0.294,2.987,1.0,5.775,17.252,2.853,0.164,0.326,0.021,11.524,103.321,69.677,4.039,立华股份
300762,2019-03-14,2.26,2020-09-30,0.221,0.221,2.113,1.6,4.467,5.898,0.318,0.006,0.256,0.207,0.679,16.92,12.585,2.134,上海瀚讯
300763,2019-03-19,2.24,2021-03-31,0.724,0.274,3.16,1.7,7.172,13.33,2.913,0.235,0.45,0.264,4.243,35.315,19.417,1.457,锦浪科技
300765,2019-03-22,2.24,2021-03-31,0.359,0.355,3.632,2.1,3.813,6.595,0.796,0.177,0.094,0.422,3.341,30.576,27.7,4.2,新诺威
300766,2019-03-25,2.23,2020-09-30,0.0,0.0,0.482,1.0,8.925,4.301,0.228,0.101,0.094,0.319,0.913,18.991,17.21,4.001,每日互动
300767,2019-03-29,2.22,2021-03-31,0.252,0.233,2.435,1.8,6.341,8.579,0.82,0.135,0.315,0.391,1.181,18.03,12.353,1.44,震安科技
300768,2019-04-12,2.18,2021-03-31,0.262,0.254,2.616,1.0,1.884,4.929,0.465,0.133,0.169,0.756,1.861,23.735,19.715,4.0,迪普科技
300769,2019-04-15,2.17,2020-09-30,0.277,0.277,2.5,1.8,9.56,13.278,-0.262,0.123,0.508,0.028,-0.204,21.014,10.338,0.779,德方纳米
300770,2019-04-19,2.16,2021-03-31,0.498,0.434,4.621,1.8,4.685,12.027,2.799,0.224,0.234,0.556,6.468,36.275,27.789,2.311,新媒股份
300771,2019-04-22,2.15,2021-03-31,0.437,0.423,4.479,1.6,4.048,11.333,0.987,0.218,0.11,0.534,1.578,20.369,18.133,1.6,智莱科技
300772,2019-04-26,2.14,2021-03-31,0.173,0.138,1.733,1.0,3.706,6.424,0.591,0.066,0.876,0.051,1.737,152.317,18.884,2.94,运达股份
300773,2019-04-25,2.14,2021-03-31,0.212,0.224,2.48,2.0,4.857,6.023,1.151,0.181,0.576,0.168,9.206,113.729,48.189,8.0,拉卡拉
300775,2019-05-21,2.07,2020-12-31,0.124,0.12,1.669,1.0,2.329,3.887,0.413,0.096,0.258,0.14,2.044,25.948,19.262,4.955,三角防务
300776,2019-05-17,2.08,2021-03-31,0.985,0.573,8.623,1.6,3.293,17.747,2.782,0.346,0.331,0.409,2.943,28.077,18.776,1.058,帝尔激光
300777,2019-05-16,2.08,2020-12-31,0.27,0.257,2.802,1.0,1.057,2.962,0.581,0.155,0.127,0.148,2.323,13.575,11.847,4.0,中简科技
300778,2019-05-10,2.1,2020-09-30,0.392,0.392,3.456,1.25,3.439,9.507,0.992,0.198,0.249,0.268,0.992,12.664,9.507,1.0,新城市
300779,2019-05-22,2.07,2020-12-31,0.206,0.206,2.114,1.0,3.151,6.66,0.27,0.11,0.308,0.143,0.27,9.625,6.66,1.0,惠城环保
300780,2019-05-31,2.04,2021-03-31,0.184,0.185,2.245,1.0,3.241,7.277,0.325,0.099,0.297,0.031,0.477,15.19,10.674,1.467,德恩精工
300781,2019-06-06,2.03,2020-09-30,0.24,0.239,2.355,1.0,3.133,7.377,0.278,0.118,0.083,0.469,0.235,6.804,6.237,0.845,因赛集团
300782,2019-06-18,1.99,2021-03-31,1.272,0.464,5.046,1.8,11.787,33.045,10.618,0.383,0.074,0.27,19.677,66.103,61.236,1.853,卓胜微
300783,2019-07-12,1.93,2021-03-31,0.333,0.283,2.886,1.0,1.98,5.715,3.143,0.35,0.478,0.147,12.602,43.94,22.916,4.01,三只松鼠
300785,2019-07-15,1.92,2021-03-31,0.586,0.556,6.544,1.49,4.343,19.016,1.149,0.178,0.142,0.578,1.022,19.703,16.907,0.889,值得买
300786,2019-07-23,1.9,2020-12-31,0.201,0.201,2.084,1.6,7.511,9.781,0.937,0.119,0.262,0.288,0.8,11.33,8.357,0.854,国林科技
300787,2019-08-15,1.84,2021-03-31,0.268,0.262,2.692,1.5,5.412,9.712,0.918,0.172,0.379,0.1,1.169,19.917,12.365,1.273,海能实业
300788,2019-07-05,1.95,2021-03-31,0.227,0.23,2.409,1.0,4.218,10.16,1.32,0.189,0.427,0.106,2.51,33.691,19.319,1.902,中信出版
300789,2019-08-28,1.8,2020-09-30,0.503,0.503,4.615,1.0,3.384,15.617,1.072,0.196,0.149,0.141,0.493,8.442,7.181,0.46,唐源电气
300790,2019-09-20,1.74,2021-03-31,0.221,0.339,3.46,1.8,3.327,6.395,1.095,0.124,0.536,0.05,2.301,28.937,13.438,2.101,宇瞳光学
300791,2019-09-25,1.72,2021-03-31,0.388,0.353,3.617,1.5,7.75,18.687,1.912,0.261,0.181,0.065,2.294,27.383,22.424,1.2,仙乐健康
300792,2019-09-27,1.72,2021-03-31,0.564,0.443,4.75,1.8,4.328,11.42,1.634,0.252,0.193,0.341,2.358,20.425,16.479,1.443,壹网壹创
300793,2019-10-18,1.66,2020-12-31,0.212,0.212,2.161,1.6,3.384,4.571,0.256,0.094,0.537,0.195,0.682,26.346,12.19,2.667,佳禾智能
300795,2019-10-22,1.65,2020-09-30,0.0,0.0,0.989,1.0,4.565,4.515,-0.694,0.031,0.156,0.821,-0.696,5.359,4.522,1.002,*ST米奥
300796,2019-11-15,1.58,2021-03-31,0.176,0.273,2.792,1.0,3.152,8.801,0.814,0.101,0.155,0.24,0.986,12.612,10.662,1.212,贝斯美
300797,2019-11-01,1.62,2020-12-31,0.0,0.0,0.48,1.0,6.614,3.176,0.311,0.098,0.288,0.396,0.771,11.073,7.882,2.482,钢研纳克
300798,2019-11-22,1.56,2020-12-31,0.097,0.097,1.447,1.0,2.026,2.931,0.052,0.08,0.199,0.097,0.218,15.286,12.243,4.177,锦鸡股份
300799,2019-10-29,1.63,2021-03-31,0.484,0.481,5.307,1.5,2.016,7.133,0.791,0.151,0.086,0.341,0.807,7.965,7.282,1.021,左江科技
300800,2019-11-06,1.61,2021-03-31,0.471,0.404,4.224,2.0,5.467,11.546,1.424,0.203,0.156,0.158,2.279,21.882,18.474,1.6,力合科技
300801,2019-11-28,1.55,2021-03-31,0.346,0.315,3.204,1.8,4.958,8.824,0.691,0.157,0.113,0.318,1.494,21.487,19.06,2.16,泰和科技
300802,2019-11-14,1.59,2020-09-30,0.316,0.316,2.803,1.6,3.548,6.216,0.591,0.176,0.11,0.427,0.96,11.348,10.098,1.625,矩子科技
300803,2019-11-18,1.58,2020-09-30,0.125,0.125,1.557,1.0,1.768,2.752,0.273,0.237,0.305,0.494,1.106,16.031,11.144,4.05,指南针
300805,2019-11-21,1.57,2021-03-31,0.201,0.208,2.23,1.0,1.784,3.979,-0.023,0.113,0.305,0.351,-0.096,24.231,16.841,4.232,电声股份
300806,2019-11-25,1.56,2021-03-31,0.144,0.137,1.727,1.0,6.219,10.741,0.191,0.074,0.633,0.09,0.227,34.763,12.755,1.188,斯迪克
300807,2019-12-19,1.49,2020-12-31,0.176,0.176,1.911,1.0,4.91,9.384,0.039,0.058,0.169,0.115,0.026,7.661,6.367,0.679,天迈科技
300808,2019-11-29,1.55,2020-09-30,0.184,0.184,1.884,1.0,3.545,6.679,0.238,0.107,0.222,0.037,0.381,13.739,10.686,1.6,久量股份
300809,2019-12-04,1.53,2020-12-31,0.217,0.217,2.197,1.0,4.039,8.872,0.211,0.109,0.258,0.123,0.332,18.756,13.922,1.569,华辰装备
300810,2019-12-06,1.53,2021-03-31,0.231,0.238,2.478,1.0,5.174,12.819,0.018,0.088,0.091,0.353,0.014,11.102,10.089,0.787,中科海讯
300811,2019-12-30,1.46,2021-03-31,0.29,0.296,3.005,1.0,5.102,15.329,1.392,0.164,0.187,0.073,0.802,10.861,8.83,0.576,铂科新材
300812,2020-01-09,1.43,2020-12-31,0.455,0.455,3.084,1.0,3.204,9.88,0.741,0.18,0.405,0.21,0.574,12.861,7.658,0.775,易天股份
300813,2020-01-14,1.42,2020-09-30,0.356,0.356,2.697,1.0,3.06,8.254,0.839,0.189,0.124,0.164,0.436,4.897,4.29,0.52,泰林生物
300815,2020-01-23,1.39,2021-03-31,0.517,0.517,3.872,1.0,5.351,20.719,4.725,0.297,0.415,0.245,6.54,49.026,28.675,1.384,玉禾田
300816,2020-02-10,1.35,2021-03-31,0.562,0.562,4.262,1.0,2.392,10.194,1.536,0.289,0.369,0.124,1.229,12.933,8.155,0.8,艾可蓝
300817,2020-02-18,1.32,2020-12-31,0.197,0.197,1.716,1.2,6.186,8.846,0.741,0.119,0.224,0.054,0.749,11.525,8.94,1.011,双飞股份
300818,2020-02-12,1.34,2021-03-31,0.194,0.18,1.861,1.0,6.85,12.746,0.662,0.086,0.49,0.332,0.464,17.478,8.922,0.7,耐普矿机
300819,2020-03-12,1.26,2020-09-30,0.238,0.238,1.798,1.0,4.743,8.528,0.178,0.109,0.119,0.074,0.177,9.623,8.482,0.995,聚杰微纤
300820,2020-02-13,1.34,2021-03-31,0.35,0.35,2.654,1.5,6.473,11.453,1.193,0.18,0.296,0.074,1.134,15.453,10.881,0.95,英杰电气
300821,2020-03-12,1.26,2021-03-31,0.413,0.413,3.072,1.0,1.14,3.502,0.413,0.221,0.101,0.565,4.954,46.767,42.03,12.0,东岳硅材
300822,2020-03-13,1.26,2021-03-31,0.534,0.534,4.016,1.0,2.761,11.088,1.551,0.213,0.232,0.409,1.655,15.393,11.828,1.067,贝仕达克
300823,2020-03-19,1.24,2020-12-31,0.231,0.231,2.075,1.0,4.783,9.924,0.975,0.137,0.188,0.338,0.912,11.428,9.284,0.936,建科机械
300824,2020-06-19,0.99,2021-03-31,0.214,0.203,2.004,1.0,1.582,3.171,0.527,0.172,0.217,0.271,1.145,8.809,6.893,2.174,北鼎股份
300825,2020-03-27,1.22,2020-12-31,0.132,0.132,1.544,1.0,3.607,5.568,0.325,0.067,0.192,0.065,0.993,21.056,17.018,3.057,阿尔特
300826,2020-04-03,1.2,2021-03-31,0.214,0.214,1.878,1.0,6.916,12.988,0.738,0.102,0.42,0.132,0.59,17.918,10.39,0.8,测绘股份
300827,2020-04-10,1.18,2021-03-31,0.3,0.412,3.65,1.0,3.214,11.732,0.849,0.163,0.591,0.165,0.623,21.017,8.604,0.733,上能电气
300828,2020-04-21,1.15,2020-12-31,0.213,0.213,1.971,1.0,3.373,6.648,0.596,0.136,0.063,0.049,0.657,7.829,7.332,1.103,锐新科技
300829,2020-04-22,1.15,2020-12-31,0.266,0.266,2.287,1.0,5.175,11.836,1.046,0.143,0.237,0.079,1.181,17.511,13.364,1.129,金丹科技
300830,2020-05-06,1.11,2020-09-30,0.087,0.087,1.312,1.0,1.887,2.475,0.073,0.074,0.055,0.052,0.315,11.259,10.644,4.301,金现代
300831,2020-05-07,1.11,2020-12-31,0.176,0.176,1.628,1.0,1.458,2.373,0.091,0.089,0.064,0.558,0.293,8.115,7.594,3.2,派瑞股份
300832,2020-05-12,1.09,2021-03-31,0.335,0.348,3.065,1.0,3.99,12.23,1.631,0.227,0.084,0.158,6.726,55.027,50.431,4.124,新产业
300833,2020-05-20,1.07,2020-09-30,0.582,0.582,3.532,1.0,5.882,20.776,1.068,0.208,0.034,0.771,0.901,18.137,17.52,0.843,浩洋股份
300835,2020-05-25,1.06,2020-12-31,0.231,0.231,2.072,1.0,5.715,11.842,0.965,0.14,0.214,0.131,0.682,10.651,8.368,0.707,龙磁科技
300836,2020-05-28,1.05,2020-09-30,0.052,0.052,1.18,1.0,10.586,12.494,0.412,0.125,0.216,0.316,0.203,7.848,6.154,0.493,佰奥智能
300837,2020-06-05,1.03,2021-03-31,0.362,0.362,2.726,1.0,3.592,9.793,1.459,0.173,0.271,0.385,1.459,13.425,9.793,1.0,浙矿股份
300838,2020-06-08,1.02,2021-03-31,0.262,0.249,2.307,1.0,2.503,5.775,0.41,0.125,0.17,0.091,0.559,9.488,7.873,1.363,浙江力诺
300839,2020-06-30,0.96,2020-09-30,0.288,0.288,2.005,1.0,3.942,7.903,0.579,0.217,0.481,0.013,0.602,15.846,8.219,1.04,博汇股份
300840,2020-07-08,0.94,2020-09-30,0.163,0.163,1.515,1.0,2.597,3.935,0.245,0.118,0.136,0.14,0.588,10.937,9.444,2.4,酷特智能
300841,2020-06-16,1.0,2021-03-31,0.363,0.363,2.735,1.0,12.658,34.619,6.7,0.331,0.057,0.442,4.02,22.025,20.772,0.6,康华生物
300842,2020-06-18,0.99,2021-03-31,0.0,0.0,0.801,1.0,10.801,8.654,1.231,0.177,0.554,0.066,1.231,19.403,8.654,1.0,帝科股份
300843,2020-07-02,0.95,2021-03-31,0.298,0.298,2.331,1.0,2.598,6.056,0.933,0.147,0.359,0.15,1.39,14.068,9.018,1.489,胜蓝股份
300845,2020-07-03,0.95,2021-03-31,0.314,0.314,2.43,1.0,3.163,7.685,-0.254,0.079,0.187,0.456,-0.234,8.725,7.097,0.924,捷安高科
300846,2020-07-01,0.96,2020-12-31,0.0,0.0,0.364,1.0,5.067,1.842,0.117,0.089,0.284,0.161,0.48,10.59,7.578,4.113,首都在线
300847,2020-07-09,0.93,2021-03-31,0.127,0.127,1.475,1.0,3.789,5.587,0.399,0.096,0.118,0.409,0.787,12.501,11.026,1.973,中船汉光
300848,2020-07-20,0.9,2021-03-31,0.531,0.531,3.994,1.0,3.025,12.082,1.35,0.223,0.385,0.207,0.9,13.095,8.055,0.667,美瑞新材
300849,2020-07-10,0.93,2020-09-30,0.305,0.305,2.081,1.0,3.343,6.956,0.438,0.148,0.058,0.134,0.438,7.388,6.956,1.0,锦盛新材
300850,2020-07-13,0.92,2021-03-31,0.321,0.321,2.469,1.0,6.066,14.976,2.752,0.178,0.543,0.027,2.917,34.733,15.875,1.06,新强联
300851,2020-07-17,0.91,2020-09-30,0.342,0.342,2.244,1.0,5.515,12.375,0.552,0.147,0.125,0.124,0.48,12.291,10.758,0.869,交大思诺
300852,2020-07-13,0.92,2021-03-31,0.439,0.439,3.262,1.0,4.954,16.159,2.624,0.216,0.171,0.156,1.486,11.043,9.151,0.566,四会富仕
300853,2020-07-24,0.89,2021-03-31,0.424,0.424,3.155,1.0,4.545,14.34,0.812,0.169,0.211,0.116,0.663,14.843,11.706,0.816,申昊科技
300855,2020-07-23,0.9,2021-03-31,0.335,0.335,2.559,1.0,2.146,5.492,0.722,0.226,0.05,0.18,1.445,11.557,10.984,2.0,图南股份
300856,2020-07-22,0.9,2021-03-31,0.462,0.462,3.439,1.0,3.922,13.487,1.7,0.195,0.109,0.074,1.919,17.082,15.224,1.129,科思股份
300857,2020-07-27,0.88,2020-12-31,0.26,0.26,2.0,1.0,2.844,5.687,0.485,0.136,0.413,0.255,1.002,20.021,11.748,2.066,协创数据
300858,2020-07-27,0.88,2021-03-31,0.334,0.334,2.548,1.0,4.542,11.574,1.045,0.19,0.06,0.316,0.862,10.165,9.551,0.825,科拓生物
300859,2020-08-06,0.86,2020-09-30,0.129,0.129,1.395,1.0,2.857,3.986,-0.302,0.01,0.165,0.333,-0.468,7.399,6.178,1.55,*ST西域
300860,2020-08-24,0.81,2021-03-31,1.47,1.47,18.882,1.9,4.354,43.27,1.585,0.23,0.121,0.655,1.143,35.484,31.186,0.721,锋尚文化
300861,2020-08-24,0.81,2021-03-31,0.041,0.041,1.138,1.0,8.009,9.112,1.908,0.436,0.085,0.055,7.632,39.829,36.449,4.0,美畅股份
300862,2020-08-24,0.81,2020-12-31,0.56,0.56,3.803,1.0,3.605,13.709,0.979,0.123,0.212,0.167,1.29,22.952,18.079,1.319,蓝盾光电
300863,2020-08-24,0.81,2020-09-30,0.314,0.314,2.119,1.0,4.776,10.119,0.761,0.184,0.443,0.177,0.42,10.026,5.589,0.552,卡倍亿
300864,2020-08-24,0.81,2021-03-31,1.013,1.013,9.714,1.0,2.4,23.313,1.882,0.356,0.148,0.119,0.903,13.139,11.19,0.48,南大环境
300865,2020-08-24,0.81,2021-03-31,0.278,0.278,2.219,1.0,4.239,9.408,0.718,0.123,0.233,0.115,0.687,11.733,9.002,0.957,大宏立
300866,2020-08-24,0.81,2021-03-31,0.637,0.637,4.959,1.0,2.82,13.984,2.105,0.26,0.227,0.104,8.556,73.554,56.834,4.064,安克创新
300867,2020-08-24,0.81,2020-12-31,0.379,0.379,2.627,1.0,3.82,10.035,1.118,0.146,0.607,0.036,3.037,69.337,27.27,2.717,圣元环保
300868,2020-08-24,0.81,2021-03-31,0.513,0.513,3.84,1.0,3.694,14.184,0.432,0.137,0.146,0.286,0.553,21.248,18.155,1.28,杰美特
300869,2020-08-24,0.81,2021-03-31,0.455,0.455,3.385,1.0,1.238,4.191,1.143,0.236,0.336,0.248,4.593,25.348,16.839,4.018,康泰医学
300870,2020-08-24,0.81,2021-03-31,0.528,0.528,3.964,1.0,3.822,15.151,1.345,0.149,0.412,0.131,1.361,26.092,15.332,1.012,欧陆通
300871,2020-08-24,0.81,2021-03-31,0.608,0.608,4.681,1.0,2.789,13.054,2.297,0.197,0.193,0.223,2.538,17.884,14.426,1.105,回盛生物
300872,2020-08-24,0.81,2021-03-31,0.279,0.279,2.227,1.0,4.448,9.905,0.209,0.072,0.141,0.218,0.47,25.895,22.256,2.247,天阳科技
300873,2020-08-24,0.81,2021-03-31,0.356,0.356,2.687,1.0,5.319,14.293,1.981,0.154,0.168,0.191,2.641,22.895,19.057,1.333,海晨股份
300875,2020-08-24,0.81,2021-03-31,0.382,0.382,2.86,1.0,6.245,17.863,0.188,0.202,0.041,0.185,0.144,14.306,13.718,0.768,捷强装备
300876,2020-08-24,0.81,2020-12-31,0.543,0.543,3.675,1.0,2.149,7.897,0.834,0.218,0.034,0.303,0.801,7.849,7.581,0.96,蒙泰高新
300877,2020-08-24,0.81,2021-03-31,0.497,0.497,3.713,1.0,3.75,13.925,1.633,0.166,0.08,0.064,1.959,18.161,16.71,1.2,金春股份
300878,2020-08-24,0.81,2021-03-31,0.463,0.463,3.443,1.0,5.073,17.464,1.013,0.17,0.129,0.301,0.815,16.127,14.048,0.804,维康药业
300879,2020-09-01,0.79,2020-12-31,0.273,0.273,2.062,1.0,2.786,5.745,0.479,0.159,0.497,0.052,0.767,18.291,9.193,1.6,大叶股份
300880,2020-09-01,0.79,2021-03-31,0.406,0.406,3.026,1.0,1.633,4.941,0.46,0.188,0.314,0.188,0.613,9.602,6.59,1.334,迦南智能
300881,2020-09-01,0.79,2020-09-30,0.341,0.341,2.24,1.0,3.223,7.219,0.495,0.143,0.411,0.135,0.495,12.255,7.219,1.0,盛德鑫泰
300882,2020-09-10,0.76,2020-09-30,0.355,0.355,2.305,1.0,2.182,5.029,0.556,0.182,0.24,0.264,0.874,10.411,7.908,1.573,万胜智能
300883,2020-09-10,0.76,2020-12-31,0.121,0.121,1.411,1.0,2.802,3.954,0.189,0.078,0.229,0.286,0.653,17.751,13.679,3.46,龙利得
300884,2020-11-12,0.59,2021-03-31,0.652,0.652,5.111,1.0,2.019,10.32,0.737,0.175,0.245,0.242,0.884,16.395,12.385,1.2,狄耐克
300885,2020-09-10,0.76,2020-09-30,0.404,0.404,2.543,1.0,3.381,8.598,0.714,0.174,0.053,0.601,0.571,7.264,6.878,0.8,海昌新材
300886,2020-09-16,0.75,2020-12-31,0.33,0.33,2.354,1.0,3.82,8.994,0.701,0.178,0.058,0.284,0.402,5.478,5.158,0.574,华业香料
300887,2020-09-16,0.75,2021-03-31,0.256,0.256,2.099,1.0,11.145,23.395,-2.24,0.062,0.189,0.236,-1.703,21.931,17.78,0.76,谱尼测试
300888,2020-09-17,0.74,2021-03-31,0.618,0.618,4.78,1.0,5.374,25.688,4.509,0.24,0.191,0.332,19.232,135.501,109.559,4.265,稳健医疗
300889,2020-09-16,0.75,2020-12-31,0.847,0.847,6.311,1.0,1.565,9.877,0.629,0.571,0.293,0.247,0.981,21.779,15.408,1.56,爱克股份
300890,2020-09-17,0.74,2021-03-31,0.127,0.127,1.473,1.0,7.087,10.438,0.804,0.082,0.352,0.04,0.804,16.109,10.438,1.0,翔丰华
300891,2020-09-17,0.74,2020-12-31,0.137,0.137,1.469,1.0,1.941,2.852,0.223,0.119,0.18,0.202,0.891,13.915,11.408,4.0,惠云钛业
300892,2020-09-24,0.72,2021-03-31,0.654,0.654,5.126,1.0,2.155,11.046,1.201,0.247,0.217,0.328,1.201,14.101,11.046,1.0,品渥食品
300893,2020-09-24,0.72,2020-12-31,0.225,0.225,1.841,1.0,3.863,7.11,0.9,0.166,0.196,0.135,0.9,8.847,7.11,1.0,松原股份
300894,2020-12-31,0.45,2021-03-31,0.645,0.645,3.065,1.0,1.119,3.43,0.437,0.228,0.297,0.439,1.769,19.755,13.893,4.05,火星人
300895,2020-09-24,0.72,2021-03-31,0.339,0.339,2.581,1.0,4.623,11.93,0.343,0.075,0.164,0.152,0.333,13.833,11.569,0.97,铜牛信息
300896,2020-09-28,0.71,2021-03-31,1.016,1.016,9.753,1.8,3.648,19.766,3.066,0.261,0.032,0.745,6.633,44.164,42.765,2.164,爱美客
300897,2020-09-28,0.71,2021-03-31,0.461,0.461,3.431,1.0,3.67,12.593,0.509,0.15,0.12,0.081,0.346,9.736,8.564,0.68,山科智能
300898,2020-10-16,0.66,2020-12-31,0.13,0.13,1.443,1.0,4.36,6.292,0.671,0.15,0.207,0.196,0.832,9.839,7.802,1.24,熊猫乳品
300899,2020-10-16,0.66,2021-03-31,0.421,0.421,3.135,1.0,3.085,9.673,-0.133,0.137,0.142,0.272,-0.085,7.19,6.17,0.638,上海凯鑫
300900,2020-10-29,0.63,2020-12-31,0.531,0.531,3.595,1.0,2.008,7.218,0.478,0.087,0.1,0.292,1.005,16.866,15.175,2.102,广联航空
300901,2020-10-29,0.63,2021-03-31,0.0,0.0,0.989,1.0,4.118,4.071,0.322,0.28,0.072,0.434,0.773,10.529,9.769,2.4,中胤时尚
300902,2020-10-29,0.63,2020-12-31,0.365,0.365,2.545,1.0,2.573,6.548,0.485,0.177,0.093,0.065,0.621,9.237,8.38,1.28,国安达
300903,2020-11-05,0.61,2021-03-31,0.29,0.29,2.286,1.0,2.947,6.738,0.331,0.113,0.508,0.221,0.57,23.603,11.613,1.723,科翔股份
300905,2020-11-05,0.61,2021-03-31,0.119,0.119,1.441,1.0,12.356,17.806,1.526,0.191,0.077,0.557,1.099,13.891,12.82,0.72,宝丽迪
